X.Item;Label;Bx;By;Width;Height;Area;Mean;Major;Minor;Feret;Area_exc;ThickR;Pred;pred_valid_Id_20170806_1703;Valid;esd;Major.micron;Minor.micron;Major.mm;Minor.mm;Area_ellipse_mm2;biovol.mm;g_carbon
211;abr1_noronha_st01_300_d1_d1_1;17476;1976;172;305;17002;148.1699982;221.5;97.69999695;312.1000061;16905;3.174999952;03_Copepod;03_copepod;03_copepod;1559.98722843049;2347.9;1035.61996767;2.3479;1.03561996767;1.90972086293327;1.31782828391391;0.0000394757476083836
213;abr1_noronha_st01_300_d1_d1_1;19752;2060;249;317;17619;152.1900024;200.3999939;111.9000015;318.7999878;17574;2.940999985;03_Copepod;03_copepod;03_copepod;1588.04083119064;2124.23993534;1186.1400159;2.12423993534;1.1861400159;1.9789253334915;1.56406170288397;0.0000411838731140219
215;abr1_noronha_st01_300_d1_d1_1;16374;2123;518;513;34710;178.9199982;650.5999756;67.90000153;698.4000244;34638;1.876999974;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2228.93982396419;6896.35974136;719.740016218;6.89635974136;0.719740016218;3.8983913848859;1.86960389548061;0.0000922847337029518
216;abr1_noronha_st01_300_d1_d1_1;23199;2164;161;793;33104;179.3399963;828.7999878;50.90000153;799.9000244;33100;2.503999949;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2176.76363520867;8785.27987068;539.540016218;8.78527987068;0.539540016218;3.72279518296951;1.33838580022049;0.0000873595668280509
217;abr1_noronha_st01_300_d1_d1_1;21275;2386;148;597;28565;165.5800018;604.5;60.20000076;597.7999878;28539;2.674000025;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2022.03259028591;6407.7;638.120008056;6.4077;0.638120008056;3.21140007984195;1.36547983868022;0.0000732727588585826
219;abr1_noronha_st01_300_d1_d1_1;18353;2484;638;119;31854;175.9299927;642.7000122;63.09999847;639.7000122;31829;2.196000099;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2135.27111302398;6812.62012932;668.859983782;6.81262012932;0.668859983782;3.57881516329883;1.59500848992447;0.000083353899351375
220;abr1_noronha_st01_300_d1_d1_1;21783;2570;192;625;32938;162.0700073;650.5999756;64.5;635.0999756;32910;2.20600009;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2171.29908574227;6896.35974136;683.7;6.89635974136;0.6837;3.7031846636122;1.68705587044252;0.000086812223678349
222;abr1_noronha_st01_300_d1_d1_1;20363;2736;595;556;32949;185.4900055;767.7999878;54.59999847;785;32885;2.355000019;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2171.66161983924;8138.67987068;578.759983782;8.13867987068;0.578759983782;3.69949413638532;1.42668914013794;0.0000867092799823665
226;abr1_noronha_st01_300_d1_d1_1;19029;2874;443;1322;110434;210.7299957;875.7000122;160.6000061;1349.300049;101068;4.179999828;02_Chaetognatha;02_chaetognatha;02_chaetognatha;3975.78085748593;9282.42012932;1702.36006466;9.28242012932;1.70236006466;12.410878531767;14.078048729169;0.000366101236965365
227;abr1_noronha_st01_300_d1_d1_1;22755;2877;209;419;28264;167.25;339.2999878;106.0999985;461.2000122;28116;4.175000191;14_Mysidacea;03_copepod;03_copepod;2011.35092289532;3596.57987068;1124.6599841;3.59657987068;1.1246599841;3.17688016909238;2.38073245823725;0.0000723364486792821
228;abr1_noronha_st01_300_d1_d1_1;23879;2982;178;147;6082;189.0700073;99.80000305;77.59999847;200.1999969;6073;2.687000036;03_Copepod;03_copepod;03_copepod;933.027071377657;1057.88003233;822.559983782;1.05788003233;0.822559983782;0.683429748812635;0.374584647294587;0.0000116214925352007
231;abr1_noronha_st01_300_d1_d1_1;23465;3262;669;434;53121;153.8999939;719.7999878;94;784.0999756;53042;2.532000065;12_Euphausiacea;12_euphausiacea;12_euphausiacea;2757.42785158341;7629.87987068;996.4;7.62987987068;0.9964;5.97092066028068;3.96427282720038;0.000153272887431066
233;abr1_noronha_st01_300_d1_d1_1;18401;3464;431;403;49686;134.6100006;534.4000244;118.4000015;564.5999756;49658;2.134000063;13_Fish_larvae;13_fish_larvae;13_fish_larvae;2666.78531158569;5664.64025864;1255.0400159;5.66464025864;1.2550400159;5.58367059024238;4.66945160392263;0.000141517693080893
235;abr1_noronha_st01_300_d1_d1_1;21342;3527;162;685;23908;190.1199951;612.2999878;49.70000076;692.2000122;23907;2.586999893;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1849.87618108627;6490.37987068;526.820008056;6.49037987068;0.526820008056;2.68548207593517;0.942698975311576;0.0000592260376646817
238;abr1_noronha_st01_300_d1_d1_1;23135;3710;116;646;21078;188.6499939;551.9000244;48.59999847;650.0999756;21069;2.677000046;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1736.94368081365;5850.14025864;515.159983782;5.85014025864;0.515159983782;2.36700012438765;0.812510380066048;0.0000509650137235477
240;abr1_noronha_st01_300_d1_d1_1;22053;3752;572;507;50547;160.6600037;475.7000122;135.3000031;731;50017;2.035000086;12_Euphausiacea;13_fish_larvae;13_fish_larvae;2689.79219712123;5042.42012932;1434.18003286;5.04242012932;1.43418003286;5.67979395288599;5.42781165378128;0.000144421537048704
242;abr1_noronha_st01_300_d1_d1_1;17479;3786;369;224;18221;169.1300049;197.5;117.5;399.5;18102;5.756000042;15_Multiples;20_opni;20_opni;1614.94278654745;2093.5;1245.5;2.0935;1.2455;2.04788977909287;1.69956910044958;0.000042897404865938
249;abr1_noronha_st01_300_d1_d1_1;23339;4178;249;847;91122;128.5700073;668.5;173.6000061;848.7000122;91079;2.065000057;13_Fish_larvae;13_fish_larvae;13_fish_larvae;3611.45874862134;7086.1;1840.16006466;7.0861;1.84016006466;10.2412450886447;12.5573175625583;0.000291270147218408
251;abr1_noronha_st01_300_d1_d1_1;17598;4306;524;488;86716;143.9299927;413.8999939;266.7000122;581.5999756;86110;6.558000088;12_Euphausiacea;12_euphausiacea;12_euphausiacea;3523.06499449187;4387.33993534;2827.02012932;4.38733993534;2.82702012932;9.74137063419246;18.3500598299148;0.000274431570936539
253;abr1_noronha_st01_300_d1_d1_1;21633;4329;228;139;9847;158.2700043;162.8000031;77;231;9844;2.233999968;03_Copepod;03_copepod;03_copepod;1187.19758871457;1725.68003286;816.2;1.72568003286;0.8162;1.10623334677632;0.601633281290476;0.0000206135987922816
254;abr1_noronha_st01_300_d1_d1_1;16116;4422;933;659;54883;182.8300018;914.0999756;76.40000153;1104.5;54857;2.571000099;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2802.78612066932;9689.45974136;809.840016218;9.68945974136;0.809840016218;6.16295045699262;3.32564911451163;0.000159156623287034
257;abr1_noronha_st01_300_d1_d1_1;20209;4714;94;417;24556;232.1300049;358.8999939;87.09999847;419;19959;6.856999874;08_Cnid_sipho;08_cnid_sipho;08_cnid_sipho;1874.77800299384;3804.33993534;923.259983782;3.80433993534;0.923259983782;2.75862844625503;1.69709337929784;0.0000611506547652591
259;abr1_noronha_st01_300_d1_d1_1;18865;4863;690;497;69389;141.6699982;699.4000244;126.3000031;761.7000122;69257;2.746000051;12_Euphausiacea;12_euphausiacea;12_euphausiacea;3151.49303207388;7413.64025864;1338.78003286;7.41364025864;1.33878003286;7.79526020073368;6.95389868674912;0.00021050122363625
260;abr1_noronha_st01_300_d1_d1_1;17442;5058;712;338;51276;223.2400055;638.4000244;102.3000031;761.4000244;49687;2.249000072;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2709.11915080316;6767.04025864;1084.38003286;6.76704025864;1.08438003286;5.76328576061885;4.16428248378379;0.000146951381856192
261;abr1_noronha_st01_300_d1_d1_1;22057;5153;981;369;91570;152;726.2000122;160.5;1031.599976;90789;2.980999947;12_Euphausiacea;12_euphausiacea;12_euphausiacea;3620.32570586688;7697.72012932;1701.3;7.69772012932;1.7013;10.2856774360838;11.6601011753966;0.000292774564071795
262;abr1_noronha_st01_300_d1_d1_1;20854;5154;664;347;57328;148.0399933;664.5999756;109.8000031;710.7999878;57270;2.433000088;12_Euphausiacea;12_euphausiacea;12_euphausiacea;2864.53697417805;7044.75974136;1163.88003286;7.04475974136;1.16388003286;6.43967997472962;4.99414352495809;0.000167696767338885
263;abr1_noronha_st01_300_d1_d1_1;23649;5177;305;990;125078;129.4100037;948.2999878;167.8999939;1006.799988;125037;1.952000022;13_Fish_larvae;13_fish_larvae;13_fish_larvae;4231.17999833899;10051.97987068;1779.73993534;10.05197987068;1.77973993534;14.0507024613378;16.6626126742751;0.000424362359724404
268;abr1_noronha_st01_300_d1_d1_1;14419;5412;378;565;59593;147.7200012;447.3999939;169.6000061;582.7999878;58956;2.970999956;12_Euphausiacea;12_euphausiacea;12_euphausiacea;2920.57700432921;4742.43993534;1797.76006466;4.74243993534;1.79776006466;6.69612341217095;8.02128032911296;0.000175673436114307
270;abr1_noronha_st01_300_d1_d1_1;17221;5681;321;576;22904;167.6100006;470;62;652.7000122;22900;1.904000044;02_Chaetognatha;13_fish_larvae;13_fish_larvae;1810.61746162923;4982;657.2;4.982;0.6572;2.57152741881029;1.12610070513387;0.0000562475578442088
271;abr1_noronha_st01_300_d1_d1_1;18674;5696;706;340;51529;147.2899933;630.5999756;104;769.9000244;51443;3.322999954;12_Euphausiacea;12_euphausiacea;12_euphausiacea;2715.79443515387;6684.35974136;1102.4;6.68435974136;1.1024;5.78747197206163;4.25124977239186;0.000147685542737949
273;abr1_noronha_st01_300_d1_d1_1;20226;5787;426;899;123036;119.5400009;872.5;179.5;973.7999878;122907;2.184000015;13_Fish_larvae;13_fish_larvae;13_fish_larvae;4196.49914149711;9248.5;1902.7;9.2485;1.9027;13.8207464752128;17.5222686631857;0.000416110502053167
274;abr1_noronha_st01_300_d1_d1_1;22865;5914;372;1146;75520;205.8600006;668.7999878;143.8000031;1152.400024;75380;2.326999903;02_Chaetognatha;02_chaetognatha;02_chaetognatha;3287.77453625912;7089.27987068;1524.28003286;7.08927987068;1.52428003286;8.48705005976039;8.62005507889305;0.000232914614838447
277;abr1_noronha_st01_300_d1_d1_1;16312;6080;260;280;21066;176.9400024;214.1000061;125.3000031;293.6000061;20554;2.612999916;03_Copepod;03_copepod;03_copepod;1736.44917726461;2269.46006466;1328.18003286;2.26946006466;1.32818003286;2.36738762609007;2.09514862687201;0.0000509749426248804
278;abr1_noronha_st01_300_d1_d1_1;17731;6083;458;554;24150;182.5299988;713.0999756;43.09999847;696.7999878;24137;2.982000113;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1859.21495658169;7558.85974136;456.859983782;7.55885974136;0.456859983782;2.71224731679729;0.825659390345953;0.0000599291398474912
279;abr1_noronha_st01_300_d1_d1_1;15009;6161;400;362;30507;164.9100037;266.3999939;145.8000031;400.7999878;30355;6.455999851;03_Copepod;03_copepod;03_copepod;2089.63670386508;2823.83993534;1545.48003286;2.82383993534;1.54548003286;3.42762542532278;3.52976075740151;0.0000791805081645681
280;abr1_noronha_st01_300_d1_d1_1;24263;6207;98;623;20801;164.1900024;626.4000244;42.29999924;625.7999878;20798;2.963000059;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1725.49277001182;6639.84025864;448.379991944;6.63984025864;0.448379991944;2.33826504524544;0.69859983478752;0.000050229602225987
281;abr1_noronha_st01_300_d1_d1_1;21199;6237;211;719;48282;149.8500061;681.5;90.19999695;733.5;48123;2.888000011;12_Euphausiacea;12_euphausiacea;12_euphausiacea;2628.83702460058;7223.9;956.11996767;7.2239;0.95611996767;5.42467838280028;3.45600927523976;0.000136735488129974
282;abr1_noronha_st01_300_d1_d1_1;15455;6571;353;276;13560;199.1799927;401.3999939;43;421.7999878;13557;2.361000061;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1393.15963118438;4254.83993534;455.8;4.25483993534;0.4558;1.52316667397521;0.462604940056424;0.0000301609927285143
284;abr1_noronha_st01_300_d1_d1_1;19474;6621;637;196;19094;201.5200043;470.3999939;51.70000076;656.0999756;19059;2.621999979;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1653.17753871818;4986.23993534;548.020008056;4.98623993534;0.548020008056;2.14614701595885;0.783690170950283;0.0000453576932176737
285;abr1_noronha_st01_300_d1_d1_1;18465;6639;381;432;26981;150.5899963;208.3000031;164.8999939;490.2999878;26608;2.710999966;03_Copepod;03_copepod;03_copepod;1965.16969332597;2207.98003286;1747.93993534;2.20798003286;1.74793993534;3.03117861193362;3.5304214169638;0.000068405954877225
286;abr1_noronha_st01_300_d1_d1_1;16841;6740;274;244;16167;141.2599945;189.6000061;108.5999985;282.1000061;16155;2.226999998;03_Copepod;03_copepod;03_copepod;1521.19803607819;2009.76006466;1151.1599841;2.00976006466;1.1511599841;1.81706213386582;1.3937791997067;0.0000372071347706452
287;abr1_noronha_st01_300_d1_d1_1;22143;6775;197;603;41191;144.3099976;596.9000244;87.90000153;616.2000122;41150;2.717000008;12_Euphausiacea;12_euphausiacea;12_euphausiacea;2428.13150883634;6327.14025864;931.740016218;6.32714025864;0.931740016218;4.63011833992717;2.87458632616912;0.000113248062305972
288;abr1_noronha_st01_300_d1_d1_1;17386;6800;539;497;28184;178.0299988;403.6000061;88.90000153;715.5;28176;1.761000037;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2008.50238595699;4278.16006466;942.340016218;4.27816006466;0.942340016218;3.16631810674201;1.988157081901;0.0000720503507436487
290;abr1_noronha_st01_300_d1_d1_1;21047;7202;766;803;160639;120.3199997;1009.099976;202.6999969;1078.800049;160554;1.965999961;13_Fish_larvae;13_fish_larvae;13_fish_larvae;4795.08745960102;10696.4597456;2148.61996714;10.6964597456;2.14861996714;18.0505130257212;25.8426873498886;0.000571740234752179
292;abr1_noronha_st01_300_d1_d1_1;15880;7326;461;651;42500;163.8399963;764.7999878;70.80000305;736.9000244;42434;2.618000031;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2466.41130255596;8106.87987068;750.48003233;8.10687987068;0.75048003233;4.77840284854556;2.38951861763844;0.000117577081670595
293;abr1_noronha_st01_300_d1_d1_1;19393;7512;346;515;27344;174.0599976;624.4000244;55.79999924;593.0999756;27328;2.249000072;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1978.3451361446;6618.64025864;591.479991944;6.61864025864;0.591479991944;3.07467145758099;1.21178979526212;0.0000695755525024098
294;abr1_noronha_st01_300_d1_d1_1;20520;7696;72;174;5656;166.6900024;139.6999969;51.59999847;177.8000031;5653;2.954999924;03_Copepod;03_copepod;03_copepod;899.758042493562;1480.81996714;546.959983782;1.48081996714;0.546959983782;0.636132665341798;0.231841814677841;0.0000106708238544527
295;abr1_noronha_st01_300_d1_d1_1;16755;7721;80;559;16216;192.0099945;480.6000061;43;559.5999756;16209;1.751000047;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1523.50156518078;5094.36006466;455.8;5.09436006466;0.4558;1.82370185333429;0.553881266546296;0.000037368981425372
296;abr1_noronha_st01_300_d1_d1_1;22246;7724;255;646;24020;195.3999939;551.4000244;55.5;664.4000244;23881;2.332000017;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1854.20410587455;5844.84025864;588.3;5.84484025864;0.5883;2.70060691907989;1.05864107553917;0.0000596231928296977
298;abr1_noronha_st01_300_d1_d1_1;15438;7846;143;259;6569;176.2599945;98.69999695;84.69999695;263.7999878;6539;6.244999886;03_Copepod;03_copepod;03_copepod;969.662650642457;1046.21996767;897.81996767;1.04621996767;0.89781996767;0.737737986094807;0.441346739075722;0.0000127285738002576
299;abr1_noronha_st01_300_d1_d1_1;23341;7859;355;309;31635;183.1499939;279.3999939;144.1999969;378.2000122;30681;2.924999952;15_Multiples;03_copepod;03_copepod;2127.91833328279;2961.63993534;1528.51996714;2.96163993534;1.52851996714;3.55543919081466;3.62120313660091;0.0000827064090713018
301;abr1_noronha_st01_300_d1_d1_1;14854;7935;199;81;8166;151.0800018;191.6999969;54.20000076;202.8999939;8129;2.155999899;03_Copepod;03_copepod;03_copepod;1081.12453839321;2032.01996714;574.520008056;2.03201996714;0.574520008056;0.916902190729597;0.351007733117821;0.0000164869596005172
302;abr1_noronha_st01_300_d1_d1_1;23675;8057;335;261;26871;228.7200012;337.1000061;101.5;373.5;25426;8.168999672;08_Cnid_sipho;08_cnid_sipho;08_cnid_sipho;1961.15965953593;3573.26006466;1075.9;3.57326006466;1.0759;3.01944007273773;2.16464577640597;0.0000680908294662198
306;abr1_noronha_st01_300_d1_d1_1;20227;8256;585;365;27903;154.75;215;165.3000031;628.5999756;27868;6.958000183;03_Copepod;03_copepod;03_copepod;1998.46472283292;2279;1752.18003286;2.279;1.75218003286;3.13626631485008;3.66167822005054;0.0000712373215865764
308;abr1_noronha_st01_300_d1_d1_1;17976;8304;374;591;34718;201.2299957;334.7000122;132.1000061;648.2000122;34273;2.697000027;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2229.19667344925;3547.82012932;1400.26006466;3.54782012932;1.40026006466;3.90175663662489;3.64046950120483;0.0000923795416078113
310;abr1_noronha_st01_300_d1_d1_1;19002;8411;518;237;24875;185.6199951;562.5;56.29999924;544.5;24844;2.286000013;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1886.91606313036;5962.5;596.779991944;5.9625;0.596779991944;2.79468283614003;1.11131019429275;0.0000621029026535665
314;abr1_noronha_st01_300_d1_d1_1;21372;8709;467;624;27654;182.7899933;595.2999878;59.09999847;773.2000122;27639;2.013000011;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1989.5278190252;6310.17987068;626.459983782;6.31017987068;0.626459983782;3.10473798571026;1.29600538603505;0.0000703859356412557
315;abr1_noronha_st01_300_d1_d1_1;22739;8748;601;1014;172778;128.2899933;1079.199951;203.8000031;1141.699951;172592;2.194000006;13_Fish_larvae;13_fish_larvae;13_fish_larvae;4972.96334524205;11439.5194806;2160.28003286;11.4395194806;2.16028003286;19.4092035718176;27.9387057027661;0.000623311834057978
321;abr1_noronha_st01_300_d1_d1_1;23613;8924;423;571;35259;173.6100006;675;66.5;664.5;35223;2.460999966;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2246.49797951712;7155;704.9;7.155;0.7049;3.96120236828575;1.8605573312445;0.0000940568342266146
322;abr1_noronha_st01_300_d1_d1_1;22137;8987;162;536;23706;169.5299988;555.2999878;54.40000153;543.0999756;23695;2.519000053;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1842.04475142219;5886.17987068;576.640016218;5.88617987068;0.576640016218;2.66580383096488;1.02428657652446;0.0000587099532842373
323;abr1_noronha_st01_300_d1_d1_1;17251;9043;104;466;11573;185.8200073;420.7000122;35;475;11572;1.541000009;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1287.0458348061;4459.42012932;371;4.45942012932;0.371;1.29939796075204;0.321221500750327;0.0000249648744682147
324;abr1_noronha_st01_300_d1_d1_1;20866;9071;160;103;5869;197.9400024;101;74;165.1999969;4826;5.426000118;15_Multiples;03_copepod;03_copepod;916.543520776677;1070.6;784.4;1.0706;0.7844;0.659560601516407;0.344731371129707;0.0000111401051686963
325;abr1_noronha_st01_300_d1_d1_1;20011;9143;254;198;16688;139.8200073;236.1000061;90;261.2000122;16668;2.361000061;03_Copepod;03_copepod;03_copepod;1545.51485041919;2502.66006466;954;2.50266006466;0.954;1.87516772594607;1.19200207294357;0.0000386272627507162
329;abr1_noronha_st01_300_d1_d1_1;18484;9173;541;453;31744;184.3600006;629.4000244;64.19999695;649.2999878;31670;2.71600008;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2131.58110630087;6671.64025864;680.51996767;6.67164025864;0.68051996767;3.56585249954669;1.61693575184864;0.0000829947473765601
330;abr1_noronha_st01_300_d1_d1_1;20738;9354;218;113;13016;161.6000061;178.8999939;92.59999847;218;12972;4.118999958;04_Decapoda_outros;12_euphausiacea;12_euphausiacea;1364.92820090676;1896.33993534;981.559983782;1.89633993534;0.981559983782;1.46191767595834;0.956154951195827;0.0000287233085047434
331;abr1_noronha_st01_300_d1_d1_1;22554;9555;206;396;14894;220.0099945;351.1000061;54;444.1000061;14023;3.312000036;02_Chaetognatha;08_cnid_sipho;08_cnid_sipho;1460.08020022285;3721.66006466;572.4;3.72166006466;0.5724;1.67311660230792;0.638137622773286;0.0000337265858578682
